tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_005007-T1_mrna	L0F63_005007	189.674	188.692	192.323	189.222	186.608	184.09
gnl|WGS:JAKSZP|L0F63_005089-T1_mrna	L0F63_005089	243.402	242.286	246.2	242.866	240.045	237.063
gnl|WGS:JAKSZP|L0F63_005103-T1_mrna	L0F63_005103	2726.668	2725.478	2729.583	2726.096	2723.099	2719.527
gnl|WGS:JAKSZP|L0F63_005123-T1_mrna	L0F63_005123	1130.668	1129.478	1133.583	1130.096	1127.099	1123.527
gnl|WGS:JAKSZP|L0F63_005124-T1_mrna	L0F63_005124	862.668	861.478	865.583	862.096	859.099	855.527
gnl|WGS:JAKSZP|L0F63_005133-T1_mrna	L0F63_005133	2771.668	2770.478	2774.583	2771.096	2768.099	2764.527
gnl|WGS:JAKSZP|L0F63_005162-T1_mrna	L0F63_005162	614.669	613.48	617.589	614.096	611.103	607.528
unassigned_transcript_264	L0F63_005167	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_005191-T1_mrna	L0F63_005191	57.26	57.056	58.588	57.28	56.129	55.608
gnl|WGS:JAKSZP|L0F63_005192-T1_mrna	L0F63_005192	142.412	141.628	144.844	142.134	139.765	137.922
gnl|WGS:JAKSZP|L0F63_005198-T1_mrna	L0F63_005198	660.669	659.478	663.585	660.096	657.101	653.528
unassigned_transcript_265	L0F63_005208	8.313	7.904	8.117	8.291	8.147	8.492
gnl|WGS:JAKSZP|L0F63_005224-T1_mrna	L0F63_005224	752.669	751.478	755.583	752.096	749.099	745.527
unassigned_transcript_266	L0F63_005225	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_005243-T1_mrna	L0F63_005243	273.07	271.922	275.931	272.547	269.631	266.494
unassigned_transcript_267	L0F63_005252	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_005257-T1_mrna	L0F63_005257	1433.668	1432.478	1436.583	1433.096	1430.099	1426.527
unassigned_transcript_268	L0F63_005274	8.997	8.84	8.942	8.973	9.032	9.158
gnl|WGS:JAKSZP|L0F63_005284-T1_mrna	L0F63_005284	399.693	398.524	402.619	399.127	396.14	392.644
gnl|WGS:JAKSZP|L0F63_005304-T1_mrna	L0F63_005304	440.679	439.5	443.6	440.111	437.121	433.587
unassigned_transcript_269	L0F63_005335	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_005336-T1_mrna	L0F63_005336	60.166	59.959	61.531	60.164	58.953	58.407
gnl|WGS:JAKSZP|L0F63_005354-T1_mrna	L0F63_005354	146.097	145.318	148.573	145.804	143.426	141.511
gnl|WGS:JAKSZP|L0F63_005395-T1_mrna	L0F63_005395	270.096	268.95	272.948	269.572	266.661	263.532
unassigned_transcript_270	L0F63_005410	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_005460-T1_mrna	L0F63_005460	1532.668	1531.478	1535.583	1532.096	1529.099	1525.527
unassigned_transcript_271	L0F63_005466	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_005467-T1_mrna	L0F63_005467	42.892	42.789	44.032	42.86	42.248	41.995
gnl|WGS:JAKSZP|L0F63_005468-T1_mrna	L0F63_005468	656.669	655.478	659.585	656.096	653.101	649.528
gnl|WGS:JAKSZP|L0F63_005478-T1_mrna	L0F63_005478	446.678	445.499	449.598	446.109	443.117	439.58
unassigned_transcript_272	L0F63_005479	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_005494-T1_mrna	L0F63_005494	251.293	250.17	254.12	250.753	247.907	244.879
unassigned_transcript_273	L0F63_005502	8.313	7.904	8.117	8.291	8.147	8.492
unassigned_transcript_274	L0F63_005521	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_005526-T1_mrna	L0F63_005526	287.967	286.804	290.834	287.446	284.502	281.307
gnl|WGS:JAKSZP|L0F63_005593-T1_mrna	L0F63_005593	1289.668	1288.478	1292.583	1289.096	1286.099	1282.527
gnl|WGS:JAKSZP|L0F63_005630-T1_mrna	L0F63_005630	279.024	277.874	281.893	278.498	275.573	272.41
gnl|WGS:JAKSZP|L0F63_005664-T1_mrna	L0F63_005664	1439.668	1438.478	1442.583	1439.096	1436.099	1432.527
gnl|WGS:JAKSZP|L0F63_005683-T1_mrna	L0F63_005683	908.668	907.478	911.583	908.096	905.099	901.527
gnl|WGS:JAKSZP|L0F63_005702-T1_mrna	L0F63_005702	701.669	700.478	704.585	701.096	698.099	694.527
gnl|WGS:JAKSZP|L0F63_005703-T1_mrna	L0F63_005703	413.687	412.513	416.612	413.119	410.135	406.619
unassigned_transcript_275	L0F63_005727	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_005728-T1_mrna	L0F63_005728	2192.668	2191.478	2195.583	2192.096	2189.099	2185.527
gnl|WGS:JAKSZP|L0F63_005748-T1_mrna	L0F63_005748	41.626	41.523	42.728	41.584	41.029	40.79
unassigned_transcript_276	L0F63_005749	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_005750-T1_mrna	L0F63_005750	947.668	946.478	950.583	947.096	944.099	940.527
gnl|WGS:JAKSZP|L0F63_005755-T1_mrna	L0F63_005755	503.675	502.491	506.59	503.102	500.107	496.548
gnl|WGS:JAKSZP|L0F63_005770-T1_mrna	L0F63_005770	1094.668	1093.478	1097.583	1094.096	1091.099	1087.527
gnl|WGS:JAKSZP|L0F63_005808-T1_mrna	L0F63_005808	593.669	592.485	596.589	593.096	590.103	586.529
unassigned_transcript_277	L0F63_005809	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_005816-T1_mrna	L0F63_005816	283	281.844	285.865	282.469	279.541	276.366
gnl|WGS:JAKSZP|L0F63_005825-T1_mrna	L0F63_005825	2447.668	2446.478	2450.583	2447.096	2444.099	2440.527
gnl|WGS:JAKSZP|L0F63_005844-T1_mrna	L0F63_005844	860.668	859.478	863.583	860.096	857.099	853.527
gnl|WGS:JAKSZP|L0F63_005850-T1_mrna	L0F63_005850	1256.668	1255.478	1259.583	1256.096	1253.099	1249.527
gnl|WGS:JAKSZP|L0F63_005873-T1_mrna	L0F63_005873	869.668	868.478	872.583	869.096	866.099	862.527
gnl|WGS:JAKSZP|L0F63_005884-T1_mrna	L0F63_005884	304.88	303.705	307.756	304.35	301.391	298.133
gnl|WGS:JAKSZP|L0F63_005895-T1_mrna	L0F63_005895	4928.668	4927.478	4931.583	4928.096	4925.099	4921.527
gnl|WGS:JAKSZP|L0F63_005905-T1_mrna	L0F63_005905	1040.668	1039.478	1043.583	1040.096	1037.099	1033.527
gnl|WGS:JAKSZP|L0F63_005937-T1_mrna	L0F63_005937	3137.668	3136.478	3140.583	3137.096	3134.099	3130.527
unassigned_transcript_278	L0F63_005942	8.313	7.904	8.117	8.291	8.147	8.492
gnl|WGS:JAKSZP|L0F63_005963-T1_mrna	L0F63_005963	1706.668	1705.478	1709.583	1706.096	1703.099	1699.527
gnl|WGS:JAKSZP|L0F63_005978-T1_mrna	L0F63_005978	192.571	191.579	195.226	192.115	189.482	186.943
gnl|WGS:JAKSZP|L0F63_005979-T1_mrna	L0F63_005979	1748.668	1747.478	1751.583	1748.096	1745.099	1741.527
gnl|WGS:JAKSZP|L0F63_005988-T1_mrna	L0F63_005988	719.669	718.478	722.585	719.096	716.099	712.527
unassigned_transcript_279	L0F63_005992	8.724	8.409	8.455	8.617	8.6	8.803
gnl|WGS:JAKSZP|L0F63_005995-T1_mrna	L0F63_005995	4334.668	4333.478	4337.583	4334.096	4331.099	4327.527
gnl|WGS:JAKSZP|L0F63_006034-T1_mrna	L0F63_006034	1538.668	1537.478	1541.583	1538.096	1535.099	1531.527
gnl|WGS:JAKSZP|L0F63_006045-T1_mrna	L0F63_006045	1769.668	1768.478	1772.583	1769.096	1766.099	1762.527
gnl|WGS:JAKSZP|L0F63_006052-T1_mrna	L0F63_006052	1175.668	1174.478	1178.583	1175.096	1172.099	1168.527
gnl|WGS:JAKSZP|L0F63_006060-T1_mrna	L0F63_006060	590.67	589.485	593.589	590.096	587.103	583.529
gnl|WGS:JAKSZP|L0F63_006068-T1_mrna	L0F63_006068	919.668	918.478	922.583	919.096	916.099	912.527
unassigned_transcript_280	L0F63_006093	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006126-T1_mrna	L0F63_006126	2786.668	2785.478	2789.583	2786.096	2783.099	2779.527
gnl|WGS:JAKSZP|L0F63_006163-T1_mrna	L0F63_006163	1010.668	1009.478	1013.583	1010.096	1007.099	1003.527
unassigned_transcript_281	L0F63_006168	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_006178-T1_mrna	L0F63_006178	1448.668	1447.478	1451.583	1448.096	1445.099	1441.527
gnl|WGS:JAKSZP|L0F63_006187-T1_mrna	L0F63_006187	500.675	499.491	503.59	500.102	497.107	493.549
gnl|WGS:JAKSZP|L0F63_006190-T1_mrna	L0F63_006190	650.669	649.478	653.585	650.096	647.102	643.528
gnl|WGS:JAKSZP|L0F63_006191-T1_mrna	L0F63_006191	311.853	310.676	314.729	311.318	308.361	305.063
gnl|WGS:JAKSZP|L0F63_006196-T1_mrna	L0F63_006196	285.978	284.818	288.846	285.455	282.516	279.331
unassigned_transcript_282	L0F63_006216	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006226-T1_mrna	L0F63_006226	581.67	580.485	584.589	581.096	578.103	574.53
gnl|WGS:JAKSZP|L0F63_006227-T1_mrna	L0F63_006227	156.347	155.496	158.868	156.023	153.577	151.518
gnl|WGS:JAKSZP|L0F63_006228-T1_mrna	L0F63_006228	427.682	426.506	430.607	427.112	424.127	420.6
gnl|WGS:JAKSZP|L0F63_006237-T1_mrna	L0F63_006237	114.448	113.87	116.595	114.342	112.22	110.802
unassigned_transcript_283	L0F63_006247	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_284	L0F63_006258	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_285	L0F63_006259	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006264-T1_mrna	L0F63_006264	2981.668	2980.478	2984.583	2981.096	2978.099	2974.527
unassigned_transcript_286	L0F63_006269	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006290-T1_mrna	L0F63_006290	946.668	945.478	949.583	946.096	943.099	939.527
unassigned_transcript_287	L0F63_006308	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006367-T1_mrna	L0F63_006367	2192.668	2191.478	2195.583	2192.096	2189.099	2185.527
gnl|WGS:JAKSZP|L0F63_006403-T1_mrna	L0F63_006403	264.153	263.021	266.99	263.619	260.725	257.629
gnl|WGS:JAKSZP|L0F63_006419-T1_mrna	L0F63_006419	1139.668	1138.478	1142.583	1139.096	1136.099	1132.527
gnl|WGS:JAKSZP|L0F63_006430-T1_mrna	L0F63_006430	1852.668	1851.478	1855.583	1852.096	1849.099	1845.527
gnl|WGS:JAKSZP|L0F63_006455-T1_mrna	L0F63_006455	2120.668	2119.478	2123.583	2120.096	2117.099	2113.527
gnl|WGS:JAKSZP|L0F63_006465-T1_mrna	L0F63_006465	650.669	649.478	653.585	650.096	647.102	643.528
unassigned_transcript_288	L0F63_006482	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_006508-T1_mrna	L0F63_006508	341.757	340.594	344.664	341.219	338.238	334.863
gnl|WGS:JAKSZP|L0F63_006509-T1_mrna	L0F63_006509	208.084	207.074	210.794	207.608	204.906	202.205
gnl|WGS:JAKSZP|L0F63_006510-T1_mrna	L0F63_006510	179.108	178.186	181.693	178.674	176.123	173.732
unassigned_transcript_289	L0F63_006517	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006527-T1_mrna	L0F63_006527	1682.668	1681.478	1685.583	1682.096	1679.099	1675.527
gnl|WGS:JAKSZP|L0F63_006555-T1_mrna	L0F63_006555	2084.668	2083.478	2087.583	2084.096	2081.099	2077.527
unassigned_transcript_290	L0F63_006567	8.222	7.716	8.055	8.108	7.949	8.389
unassigned_transcript_291	L0F63_006584	8.222	7.716	8.055	8.108	7.949	8.389
unassigned_transcript_292	L0F63_006615	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_006631-T1_mrna	L0F63_006631	713.669	712.478	716.585	713.096	710.099	706.527
gnl|WGS:JAKSZP|L0F63_006632-T1_mrna	L0F63_006632	190.639	189.654	193.292	190.185	187.566	185.039
gnl|WGS:JAKSZP|L0F63_006640-T1_mrna	L0F63_006640	1064.668	1063.478	1067.583	1064.096	1061.099	1057.527
gnl|WGS:JAKSZP|L0F63_006644-T1_mrna	L0F63_006644	523.673	522.49	526.59	523.096	520.104	516.542
gnl|WGS:JAKSZP|L0F63_006680-T1_mrna	L0F63_006680	626.669	625.48	629.586	626.096	623.102	619.528
gnl|WGS:JAKSZP|L0F63_006681-T1_mrna	L0F63_006681	99.721	99.273	101.707	99.719	97.738	96.559
gnl|WGS:JAKSZP|L0F63_006682-T1_mrna	L0F63_006682	170.523	169.606	173.082	170.117	167.631	165.312
gnl|WGS:JAKSZP|L0F63_006684-T1_mrna	L0F63_006684	848.668	847.478	851.583	848.096	845.099	841.527
gnl|WGS:JAKSZP|L0F63_006697-T1_mrna	L0F63_006697	3104.668	3103.478	3107.583	3104.096	3101.099	3097.527
gnl|WGS:JAKSZP|L0F63_006711-T1_mrna	L0F63_006711	3452.668	3451.478	3455.583	3452.096	3449.099	3445.527
gnl|WGS:JAKSZP|L0F63_006729-T1_mrna	L0F63_006729	1433.668	1432.478	1436.583	1433.096	1430.099	1426.527
gnl|WGS:JAKSZP|L0F63_006739-T1_mrna	L0F63_006739	821.669	820.478	824.583	821.096	818.099	814.527
gnl|WGS:JAKSZP|L0F63_006764-T1_mrna	L0F63_006764	766.669	765.478	769.583	766.096	763.099	759.527
gnl|WGS:JAKSZP|L0F63_006775-T1_mrna	L0F63_006775	778.669	777.478	781.583	778.096	775.099	771.527
gnl|WGS:JAKSZP|L0F63_006776-T1_mrna	L0F63_006776	1103.668	1102.478	1106.583	1103.096	1100.099	1096.527
unassigned_transcript_293	L0F63_006829	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_006884-T1_mrna	L0F63_006884	108.314	107.778	110.399	108.254	106.185	104.877
gnl|WGS:JAKSZP|L0F63_006890-T1_mrna	L0F63_006890	560.67	559.486	563.589	560.096	557.103	553.534
gnl|WGS:JAKSZP|L0F63_006902-T1_mrna	L0F63_006902	775.669	774.478	778.583	775.096	772.099	768.527
gnl|WGS:JAKSZP|L0F63_006909-T1_mrna	L0F63_006909	605.669	604.484	608.589	605.096	602.103	598.529
gnl|WGS:JAKSZP|L0F63_006935-T1_mrna	L0F63_006935	1349.668	1348.478	1352.583	1349.096	1346.099	1342.527
gnl|WGS:JAKSZP|L0F63_006943-T1_mrna	L0F63_006943	4616.668	4615.478	4619.583	4616.096	4613.099	4609.527
gnl|WGS:JAKSZP|L0F63_006955-T1_mrna	L0F63_006955	749.669	748.478	752.585	749.096	746.099	742.527
gnl|WGS:JAKSZP|L0F63_006996-T1_mrna	L0F63_006996	110.937	110.375	113.046	110.846	108.755	107.409
gnl|WGS:JAKSZP|L0F63_007016-T1_mrna	L0F63_007016	1235.668	1234.478	1238.583	1235.096	1232.099	1228.527
gnl|WGS:JAKSZP|L0F63_007104-T1_mrna	L0F63_007104	273.07	271.922	275.931	272.547	269.631	266.494
gnl|WGS:JAKSZP|L0F63_007125-T1_mrna	L0F63_007125	425.682	424.507	428.61	425.112	422.127	418.601
unassigned_transcript_294	L0F63_007139	8.899	8.691	8.807	8.856	8.874	9.059
unassigned_transcript_295	L0F63_007141	8.899	8.691	8.807	8.856	8.874	9.059
gnl|WGS:JAKSZP|L0F63_007145-T1_mrna	L0F63_007145	1166.668	1165.478	1169.583	1166.096	1163.099	1159.527
unassigned_transcript_296	L0F63_007155	9.577	9.474	9.433	9.397	9.525	9.566
unassigned_transcript_297	L0F63_007172	8.724	8.409	8.455	8.617	8.6	8.803
gnl|WGS:JAKSZP|L0F63_007181-T1_mrna	L0F63_007181	806.669	805.478	809.583	806.096	803.099	799.527
gnl|WGS:JAKSZP|L0F63_007187-T1_mrna	L0F63_007187	2930.668	2929.478	2933.583	2930.096	2927.099	2923.527
gnl|WGS:JAKSZP|L0F63_007200-T1_mrna	L0F63_007200	713.669	712.478	716.585	713.096	710.099	706.527
gnl|WGS:JAKSZP|L0F63_007215-T1_mrna	L0F63_007215	5651.668	5650.478	5654.583	5651.096	5648.099	5644.527
gnl|WGS:JAKSZP|L0F63_007232-T1_mrna	L0F63_007232	1367.668	1366.478	1370.583	1367.096	1364.099	1360.527
gnl|WGS:JAKSZP|L0F63_007248-T1_mrna	L0F63_007248	1601.668	1600.478	1604.583	1601.096	1598.099	1594.527
gnl|WGS:JAKSZP|L0F63_007271-T1_mrna	L0F63_007271	3728.668	3727.478	3731.583	3728.096	3725.099	3721.527
gnl|WGS:JAKSZP|L0F63_007301-T1_mrna	L0F63_007301	731.669	730.478	734.585	731.096	728.099	724.527
gnl|WGS:JAKSZP|L0F63_007344-T1_mrna	L0F63_007344	59.431	59.23	60.784	59.432	58.239	57.703
gnl|WGS:JAKSZP|L0F63_007347-T1_mrna	L0F63_007347	668.669	667.478	671.585	668.096	665.101	661.528
unassigned_transcript_298	L0F63_007361	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_007386-T1_mrna	L0F63_007386	1674.668	1673.478	1677.583	1674.096	1671.099	1667.527
gnl|WGS:JAKSZP|L0F63_007397-T1_mrna	L0F63_007397	568.67	567.485	571.589	568.096	565.103	561.532
gnl|WGS:JAKSZP|L0F63_007465-T1_mrna	L0F63_007465	1202.668	1201.478	1205.583	1202.096	1199.099	1195.527
gnl|WGS:JAKSZP|L0F63_007478-T1_mrna	L0F63_007478	449.678	448.497	452.598	449.108	446.116	442.577
gnl|WGS:JAKSZP|L0F63_000007-T1_mrna	L0F63_000007	75.296	74.955	76.872	75.286	73.691	72.908
gnl|WGS:JAKSZP|L0F63_000008-T1_mrna	L0F63_000008	1067.668	1066.478	1070.583	1067.096	1064.099	1060.527
gnl|WGS:JAKSZP|L0F63_000009-T1_mrna	L0F63_000009	128.721	128.026	131	128.521	126.253	124.632
gnl|WGS:JAKSZP|L0F63_000048-T1_mrna	L0F63_000048	857.668	856.478	860.583	857.096	854.099	850.527
gnl|WGS:JAKSZP|L0F63_000049-T1_mrna	L0F63_000049	1658.668	1657.478	1661.583	1658.096	1655.099	1651.527
unassigned_transcript_299	L0F63_000115	8.088	7.532	8.017	7.914	7.774	8.278
unassigned_transcript_300	L0F63_000116	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_000117-T1_mrna	L0F63_000117	2474.668	2473.478	2477.583	2474.096	2471.099	2467.527
gnl|WGS:JAKSZP|L0F63_000118-T1_mrna	L0F63_000118	31.435	31.301	32.198	31.283	31.147	31.093
unassigned_transcript_301	L0F63_000179	8.222	7.716	8.055	8.108	7.949	8.389
unassigned_transcript_302	L0F63_000180	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000209-T1_mrna	L0F63_000209	1175.668	1174.478	1178.583	1175.096	1172.099	1168.527
unassigned_transcript_303	L0F63_000210	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_304	L0F63_000271	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_305	L0F63_000272	8.222	7.716	8.055	8.108	7.949	8.389
unassigned_transcript_306	L0F63_000273	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_307	L0F63_000297	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_308	L0F63_000298	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000299-T1_mrna	L0F63_000299	126.034	125.339	128.265	125.833	123.592	122.012
unassigned_transcript_309	L0F63_000300	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_310	L0F63_000324	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000325-T1_mrna	L0F63_000325	2231.668	2230.478	2234.583	2231.096	2228.099	2224.527
unassigned_transcript_311	L0F63_000350	9.577	9.474	9.433	9.397	9.525	9.566
gnl|WGS:JAKSZP|L0F63_000351-T1_mrna	L0F63_000351	1382.668	1381.478	1385.583	1382.096	1379.099	1375.527
unassigned_transcript_312	L0F63_000380	8.313	7.904	8.117	8.291	8.147	8.492
gnl|WGS:JAKSZP|L0F63_000405-T1_mrna	L0F63_000405	631.669	630.48	634.586	631.096	628.102	624.528
gnl|WGS:JAKSZP|L0F63_000430-T1_mrna	L0F63_000430	1991.668	1990.478	1994.583	1991.096	1988.099	1984.527
unassigned_transcript_313	L0F63_000431	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000446-T1_mrna	L0F63_000446	293.936	292.761	296.802	293.409	290.459	287.245
gnl|WGS:JAKSZP|L0F63_000447-T1_mrna	L0F63_000447	737.669	736.478	740.585	737.096	734.099	730.527
unassigned_transcript_314	L0F63_000448	8.088	7.532	8.017	7.914	7.774	8.278
gnl|WGS:JAKSZP|L0F63_000500-T1_mrna	L0F63_000500	980.668	979.478	983.583	980.096	977.099	973.527
gnl|WGS:JAKSZP|L0F63_000501-T1_mrna	L0F63_000501	1490.668	1489.478	1493.583	1490.096	1487.099	1483.527
gnl|WGS:JAKSZP|L0F63_000521-T1_mrna	L0F63_000521	42.892	42.789	44.032	42.86	42.248	41.995
unassigned_transcript_315	L0F63_000522	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_000523-T1_mrna	L0F63_000523	187.748	186.776	190.388	187.295	184.691	182.207
gnl|WGS:JAKSZP|L0F63_000524-T1_mrna	L0F63_000524	252.28	251.156	255.109	251.741	248.892	245.856
gnl|WGS:JAKSZP|L0F63_000525-T1_mrna	L0F63_000525	279.024	277.874	281.893	278.498	275.573	272.41
gnl|WGS:JAKSZP|L0F63_000547-T1_mrna	L0F63_000547	593.669	592.485	596.589	593.096	590.103	586.529
gnl|WGS:JAKSZP|L0F63_000548-T1_mrna	L0F63_000548	1358.668	1357.478	1361.583	1358.096	1355.099	1351.527
gnl|WGS:JAKSZP|L0F63_000592-T1_mrna	L0F63_000592	213.929	212.914	216.666	213.452	210.73	207.975
gnl|WGS:JAKSZP|L0F63_000611-T1_mrna	L0F63_000611	1007.668	1006.478	1010.583	1007.096	1004.099	1000.527
gnl|WGS:JAKSZP|L0F63_000612-T1_mrna	L0F63_000612	943.668	942.478	946.583	943.096	940.099	936.527
unassigned_transcript_316	L0F63_000639	8.997	8.84	8.942	8.973	9.032	9.158
unassigned_transcript_317	L0F63_000640	8.899	8.691	8.807	8.856	8.874	9.059
unassigned_transcript_318	L0F63_000661	8.425	8.064	8.197	8.416	8.327	8.578
gnl|WGS:JAKSZP|L0F63_000678-T1_mrna	L0F63_000678	357.729	356.563	360.642	357.184	354.196	350.774
unassigned_transcript_319	L0F63_000692	8.222	7.716	8.055	8.108	7.949	8.389
gnl|WGS:JAKSZP|L0F63_000693-T1_mrna	L0F63_000693	1325.668	1324.478	1328.583	1325.096	1322.099	1318.527
gnl|WGS:JAKSZP|L0F63_000735-T1_mrna	L0F63_000735	692.669	691.478	695.585	692.096	689.099	685.527
gnl|WGS:JAKSZP|L0F63_000736-T1_mrna	L0F63_000736	2042.668	2041.478	2045.583	2042.096	2039.099	2035.527
gnl|WGS:JAKSZP|L0F63_000745-T1_mrna	L0F63_000745	1934.668	1933.478	1937.583	1934.096	1931.099	1927.527
gnl|WGS:JAKSZP|L0F63_000769-T1_mrna	L0F63_000769	770.669	769.478	773.583	770.096	767.099	763.527
gnl|WGS:JAKSZP|L0F63_000770-T1_mrna	L0F63_000770	1838.668	1837.478	1841.583	1838.096	1835.099	1831.527
gnl|WGS:JAKSZP|L0F63_000834-T1_mrna	L0F63_000834	686.669	685.478	689.585	686.096	683.099	679.527
gnl|WGS:JAKSZP|L0F63_000859-T1_mrna	L0F63_000859	219.801	218.757	222.551	219.314	216.577	213.767
gnl|WGS:JAKSZP|L0F63_000860-T1_mrna	L0F63_000860	668.669	667.478	671.585	668.096	665.101	661.528
unassigned_transcript_320	L0F63_000861	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_321	L0F63_000876	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_322	L0F63_000892	8.997	8.84	8.942	8.973	9.032	9.158
gnl|WGS:JAKSZP|L0F63_000914-T1_mrna	L0F63_000914	1805.668	1804.478	1808.583	1805.096	1802.099	1798.527
gnl|WGS:JAKSZP|L0F63_000915-T1_mrna	L0F63_000915	692.669	691.478	695.585	692.096	689.099	685.527
gnl|WGS:JAKSZP|L0F63_000916-T1_mrna	L0F63_000916	2174.668	2173.478	2177.583	2174.096	2171.099	2167.527
gnl|WGS:JAKSZP|L0F63_000935-T1_mrna	L0F63_000935	671.669	670.478	674.585	671.096	668.101	664.528
gnl|WGS:JAKSZP|L0F63_000996-T1_mrna	L0F63_000996	1409.668	1408.478	1412.583	1409.096	1406.099	1402.527
gnl|WGS:JAKSZP|L0F63_000997-T1_mrna	L0F63_000997	4499.668	4498.478	4502.583	4499.096	4496.099	4492.527
unassigned_transcript_323	L0F63_001017	8.997	8.84	8.942	8.973	9.032	9.158
gnl|WGS:JAKSZP|L0F63_001018-T1_mrna	L0F63_001018	437.68	436.501	440.6	437.111	434.122	430.59
unassigned_transcript_324	L0F63_001019	8.577	8.23	8.302	8.506	8.471	8.673
gnl|WGS:JAKSZP|L0F63_001020-T1_mrna	L0F63_001020	1292.668	1291.478	1295.583	1292.096	1289.099	1285.527
gnl|WGS:JAKSZP|L0F63_001059-T1_mrna	L0F63_001059	392.696	391.531	395.621	392.134	389.146	385.655
unassigned_transcript_325	L0F63_001060	8.577	8.23	8.302	8.506	8.471	8.673
unassigned_transcript_326	L0F63_001104	8.425	8.064	8.197	8.416	8.327	8.578
unassigned_transcript_327	L0F63_001105	10.328	10.097	10.095	10.328	10.275	10.231
gnl|WGS:JAKSZP|L0F63_001146-T1_mrna	L0F63_001146	3542.668	3541.478	3545.583	3542.096	3539.099	3535.527
gnl|WGS:JAKSZP|L0F63_001160-T1_mrna	L0F63_001160	716.669	715.478	719.585	716.096	713.099	709.527
gnl|WGS:JAKSZP|L0F63_001191-T1_mrna	L0F63_001191	521.673	520.49	524.59	521.096	518.104	514.542
gnl|WGS:JAKSZP|L0F63_001244-T1_mrna	L0F63_001244	1796.668	1795.478	1799.583	1796.096	1793.099	1789.527
gnl|WGS:JAKSZP|L0F63_001245-T1_mrna	L0F63_001245	329.781	328.62	332.682	329.253	326.283	322.93
gnl|WGS:JAKSZP|L0F63_001260-T1_mrna	L0F63_001260	332.775	331.612	335.679	332.244	329.272	325.908
gnl|WGS:JAKSZP|L0F63_001261-T1_mrna	L0F63_001261	524.673	523.49	527.59	524.096	521.104	517.542
gnl|WGS:JAKSZP|L0F63_001281-T1_mrna	L0F63_001281	4265.668	4264.478	4268.583	4265.096	4262.099	4258.527
