task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
89	43/a59b39	1521476	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:15:47.013	1m 23s	1m 22s	105.7%	286.7 MB	3 GB	1.2 GB	236.3 MB
101	7d/240062	1536466	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:17:09.385	1.8s	0ms	63.0%	3.9 MB	9.9 MB	1.9 MB	561.7 KB
75	fa/88b4ab	1511689	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:15:04.792	2m 15s	2m 14s	103.3%	329.6 MB	3.7 GB	3.1 GB	664.7 MB
110	10/aec650	1537035	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:17:11.274	9.6s	8s	154.1%	8.3 MB	219.4 MB	1013.5 MB	5.4 KB
106	67/c508f7	1539049	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:17:20.884	1.1s	0ms	76.8%	4.7 MB	10.2 MB	1.7 MB	559.9 KB
102	15/adeb2e	1536697	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:17:10.321	11.7s	10s	152.4%	8.2 MB	219.4 MB	1.2 GB	5.4 KB
108	a4/6b9c76	1539472	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:17:22.077	946ms	0ms	78.6%	3.7 MB	9.8 MB	1.9 MB	563 KB
112	55/d323ea	1538562	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:17:19.652	9.6s	8s	161.0%	8.5 MB	219.4 MB	1.2 GB	5.4 KB
115	9a/1f5e48	1539838	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:17:23.030	31.2s	30s	116.7%	9.5 MB	222.1 MB	504.4 MB	91.7 KB
113	7f/49c0e8	1533760	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:16:55.550	1m 10s	1m 10s	117.1%	9.5 MB	222.1 MB	1.2 GB	96.9 KB
86	dd/52a523	1533995	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:16:56.056	1m 11s	1m 10s	116.2%	64.2 MB	524.5 MB	1.1 GB	17.9 MB
91	09/ec75d1	1547087	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:18:06.779	11.5s	10s	158.0%	13.5 MB	219.4 MB	1.1 GB	1.5 MB
130	50/e78732	1547122	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:18:06.805	12.6s	11s	155.4%	13 MB	219.4 MB	1.3 GB	1.3 MB
116	4e/c26fb3	1541356	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:17:29.238	57.7s	57s	117.9%	9.7 MB	222.1 MB	1013.5 MB	94.2 KB
114	a7/7706c0	1539457	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:17:22.038	1m 6s	1m 5s	117.5%	9.4 MB	222.1 MB	1.1 GB	96.6 KB
60	f7/fecf32	1494526	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:12:10.682	6m 22s	6m 21s	131.7%	21 GB	35.5 GB	2.2 GB	1.2 GB
111	41/047e7e	1544919	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:17:54.274	46s	46s	118.6%	9.4 MB	222.1 MB	827.2 MB	95.3 KB
156	e1/016d29	1554279	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:18:34.074	12.9s	12s	155.0%	13.9 MB	219.4 MB	1.2 GB	1.5 MB
117	5c/dd2841	1546850	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:18:05.891	1m 11s	1m 10s	117.4%	9.4 MB	222.1 MB	1.2 GB	97.9 KB
129	93/184f6a	1547108	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:18:06.797	1m 44s	1m 43s	104.7%	324.6 MB	3 GB	1.4 GB	277.2 MB
128	0a/e3c585	1547098	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:18:06.787	1m 45s	1m 44s	104.6%	296.6 MB	3 GB	1.4 GB	262.5 MB
132	d6/17ee77	1567380	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:19:52.260	1.9s	1s	93.1%	4.1 MB	18.2 MB	74.8 MB	74.3 MB
131	eb/ab8f4d	1567579	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:19:54.206	2.1s	1s	94.9%	4.3 MB	18.2 MB	73.2 MB	72.6 MB
133	97/53cb42	1568089	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:19:56.318	1.6s	1s	95.4%	8.7 MB	19.7 MB	90.6 MB	90.1 MB
126	c9/8fe1ac	1553960	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:18:33.046	1m 29s	1m 28s	118.1%	62.6 MB	524.9 MB	1.3 GB	18 MB
154	b8/1e775c	1554272	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:18:34.061	1m 36s	1m 35s	104.9%	207.6 MB	3 GB	1.3 GB	236.2 MB
155	2f/613bca	1554271	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:18:34.054	1m 38s	1m 37s	104.3%	286.9 MB	3 GB	1.3 GB	229.5 MB
167	74/387de9	1571071	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:20:09.954	5.3s	5s	94.7%	22.9 MB	38 MB	218.4 MB	15.5 MB
168	14/6d40ce	1571601	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:20:11.788	6.3s	5s	96.4%	25.9 MB	40.8 MB	270.9 MB	18.7 MB
166	34/05ff48	1572426	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:20:15.231	5s	5s	96.1%	23.6 MB	38.6 MB	223.3 MB	15.8 MB
82	cf/4eb3fb	1515714	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:15:17.686	5m 4s	5m 3s	100.3%	414.3 MB	3.7 GB	12.1 GB	6.3 GB
88	1c/d60607	1526950	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:16:14.518	4m 23s	4m 23s	100.7%	343.9 MB	3.7 GB	6.3 GB	1.4 GB
72	a8/2d51c3	1505065	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:14:11.490	7m 19s	7m 18s	128.8%	21.5 GB	35.5 GB	2.4 GB	1.3 GB
174	8c/c4dc57	1579033	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:21:31.540	12.1s	11s	156.8%	13.3 MB	219.4 MB	1.3 GB	1.3 MB
200	4d/e6cc34	1583223	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:21:44.644	12.7s	12s	139.9%	8.5 MB	219.4 MB	1.2 GB	5.4 KB
201	d2/db1051	1585462	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:21:57.349	12.4s	12s	146.1%	8.4 MB	219.4 MB	1.3 GB	5.4 KB
199	a4/cd791d	1587439	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:22:09.705	983ms	0ms	74.5%	3.8 MB	9.9 MB	1.7 MB	563.8 KB
186	63/e886cb	1587800	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:22:10.694	5.9s	4s	147.9%	8.1 MB	219.4 MB	547.8 MB	5.4 KB
192	74/85ddf2	1588759	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:22:16.600	932ms	0ms	62.8%	3.7 MB	9.8 MB	1.7 MB	559.9 KB
188	58/4ac0e0	1589018	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:22:17.539	9.5s	8s	138.0%	8.2 MB	219.4 MB	903.6 MB	5.4 KB
127	f3/703166	1551555	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:18:18.368	4m 29s	4m 27s	101.3%	328.2 MB	3.7 GB	5.6 GB	328 MB
176	8e/219c69	1579024	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:21:31.525	1m 38s	1m 37s	105.5%	336.6 MB	3 GB	1.4 GB	271.2 MB
175	c2/7ba0fa	1579032	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:21:31.532	1m 39s	1m 38s	105.2%	348.7 MB	3 GB	1.4 GB	286.2 MB
196	db/fbba1f	1597080	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:23:10.656	9.5s	9s	151.5%	8.2 MB	219.4 MB	1.1 GB	5.4 KB
189	2b/596803	1590610	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:22:27.087	1m 7s	1m 6s	118.9%	9.4 MB	222.1 MB	1.3 GB	96.9 KB
198	ad/3f52a8	1601249	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:23:33.723	1.7s	0ms	55.4%	3.8 MB	9.9 MB	1.9 MB	562.6 KB
184	72/a9fa0c	1596909	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:23:09.818	26.6s	26s	119.2%	15.1 MB	222.1 MB	547.8 MB	91.7 KB
195	25/58e766	1601464	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:23:35.478	1.1s	0ms	52.6%	3.7 MB	9.8 MB	1.7 MB	563.7 KB
197	7b/1b895b	1602135	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:23:36.605	11.6s	11s	147.8%	8.4 MB	219.4 MB	1.3 GB	5.4 KB
190	28/2bc265	1593529	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:22:47.087	1m 2s	1m 1s	119.1%	9.7 MB	222.1 MB	1.2 GB	96.6 KB
194	04/c0c04c	1604542	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:23:48.270	936ms	1s	69.3%	3.6 MB	7.9 MB	1.9 MB	563 KB
193	27/541430	1604815	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:23:49.230	1.3s	0ms	73.4%	3.8 MB	9.8 MB	1.9 MB	561.7 KB
152	02/20f051	1554273	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:18:34.068	5m 32s	5m 31s	100.2%	397.5 MB	3.7 GB	10.5 GB	4.1 GB
187	28/fc5e1f	1599043	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:23:20.184	58.5s	58s	118.0%	9.4 MB	222.1 MB	1.1 GB	94.2 KB
185	70/cec618	1604801	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:23:49.190	49.3s	49s	117.7%	9.3 MB	222.1 MB	903.6 MB	95.3 KB
191	90/319158	1602071	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:23:36.436	1m 6s	1m 5s	119.7%	9.4 MB	222.1 MB	1.3 GB	97.9 KB
171	2f/1c35de	1582971	NFCORE_RNASEQ:RNASEQ:DUPRADAR (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:21:43.633	4m 42s	4m 41s	101.2%	323.4 MB	3.7 GB	7.2 GB	1.4 GB
77	36/93551a	1578818	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:21:30.512	5m	4m 58s	105.0%	7.6 GB	34 GB	6.5 GB	5.9 GB
97	3a/fafe7c	1618630	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:26:30.683	4.8s	3s	231.6%	59.8 MB	3.2 GB	30.2 MB	926 B
120	c2/d3f811	1619703	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:26:35.483	59.2s	59s	108.0%	63 MB	3.2 GB	920.3 MB	1.4 KB
95	a2/24e83c	1624825	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:27:34.717	57.7s	57s	108.2%	825.3 MB	3.9 GB	572.5 MB	1.8 KB
122	96/4832f5	1629735	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:28:32.457	44.3s	43s	116.5%	62.3 MB	3.2 GB	929.4 MB	8.9 MB
87	67/1e6ba2	1568442	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:19:57.899	10m	9m 59s	105.0%	5.4 GB	34 GB	13.2 GB	12.1 GB
96	ec/cea529	1635011	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:29:16.737	46s	45s	109.9%	65 MB	3.2 GB	564.5 MB	1.4 KB
121	74/8c689c	1637878	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:29:57.725	38.3s	37s	119.8%	598.2 MB	3.8 GB	112.2 MB	70.5 MB
94	5b/7aad61	1638605	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:30:02.779	39.4s	38s	119.4%	598.7 MB	3.8 GB	127.2 MB	70.5 MB
125	ef/99511c	1569353	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:20:02.072	11m 48s	11m 47s	106.2%	3.4 GB	34 GB	15.1 GB	13.8 GB
98	8e/9b39a8	1642148	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:30:42.185	1m 11s	1m 10s	110.4%	1.5 GB	4.7 GB	570.7 MB	514.6 KB
93	d2/34602c	1646793	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:31:50.554	40.3s	39s	118.3%	75 MB	3.2 GB	571.2 MB	27.9 KB
119	fc/0268d7	1641430	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:30:36.048	1m 59s	1m 58s	103.0%	2.1 GB	5.3 GB	926.8 MB	765.6 KB
124	74/0c0ac7	1647280	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:31:53.167	51.9s	50s	114.2%	82.9 MB	3.2 GB	927 MB	27.8 KB
118	29/cb9ddf	1653755	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:32:45.068	4.2s	3s	265.0%	59.8 MB	3.2 GB	28.3 MB	926 B
134	2f/0e4ddb	1654420	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:32:49.261	1.9s	1s	92.9%	8.7 MB	19.7 MB	94.2 MB	93.7 MB
135	e2/412a3d	1654807	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:32:51.215	2.9s	2s	97.8%	8.7 MB	19.7 MB	122.8 MB	122.3 MB
136	6e/92190b	1655207	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:32:54.110	2.2s	2s	94.1%	8.8 MB	19.7 MB	118.7 MB	118.2 MB
99	31/b4b24b	1651335	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:32:34.715	30.6s	30s	124.6%	62.1 MB	3.2 GB	573.7 MB	9.5 MB
92	c5/4e92f1	1655604	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMETA_TXIMPORT	COMPLETED	0	2025-09-02 13:32:56.360	10.8s	11s	113.5%	551.4 MB	3.7 GB	30.4 MB	4.6 MB
123	e9/ad38df	1650685	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:32:30.823	1m 24s	1m 23s	105.5%	825.2 MB	3.9 GB	928.3 MB	1.8 KB
137	cf/6c65dd	1656601	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:33:05.294	57.9s	57s	112.5%	63.2 MB	3.2 GB	1.1 GB	12.7 MB
81	87/40602f	1617714	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:26:25.798	7m 42s	7m 41s	109.5%	2.9 GB	34 GB	11.2 GB	10.3 GB
139	0a/70b247	1657199	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:33:07.189	1m 4s	1m 3s	111.7%	108.4 MB	3.2 GB	1.1 GB	28.1 KB
143	3e/55f241	1664839	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:34:07.769	3.4s	2s	263.2%	62 MB	3.2 GB	29.6 MB	926 B
138	54/e909fd	1665572	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:34:11.095	38.3s	38s	114.3%	610.4 MB	3.8 GB	115.4 MB	70.2 MB
140	6c/ddd6a9	1663889	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:34:03.174	1m 13s	1m 13s	106.2%	58.8 MB	3.2 GB	1.1 GB	1.4 KB
142	18/c225b0	1665586	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:34:11.130	1m 41s	1m 41s	103.7%	825.2 MB	3.9 GB	1.1 GB	1.8 KB
141	d5/18c411	1662647	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:33:55.035	2m 18s	2m 16s	105.0%	2.9 GB	6 GB	1.1 GB	737 KB
148	31/b9ac39	1671507	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:35:16.483	1m 13s	1m 13s	109.9%	62.2 MB	3.2 GB	1.3 GB	13.9 MB
150	75/47563a	1677732	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:36:12.621	38.7s	37s	119.8%	650.1 MB	6.9 GB	118.4 MB	70.1 MB
149	63/0b521a	1681791	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:36:51.307	3.3s	3s	277.5%	45.3 MB	3.2 GB	30.9 MB	926 B
144	71/6e62ad	1669297	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:34:49.403	2m 5s	2m 5s	102.9%	825.6 MB	3.9 GB	1.3 GB	1.8 KB
145	df/65364c	1679790	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:36:29.427	1m 17s	1m 16s	109.6%	147.4 MB	3.3 GB	1.3 GB	28.3 KB
147	95/473b23	1682260	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:36:54.669	1m 31s	1m 30s	105.1%	59.1 MB	3.2 GB	1.3 GB	1.4 KB
